Date,Store ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Category_Type,Season,Name,Units_Sold_Lag1,Units_Sold_Lag7,Units_Sold_MA7,Inventory_to_Sales,Is_Spring,Is_Summer,Is_Monsoon,Is_Autumn,Is_Pre-winter,Is_Winter
18-06-2022,S004,Clothing,North,466,230,178,245.5,57.33,10,Cloudy,1,59.87,Spring,monsoon,Raincoat,73,294,139.2857143,2.026086957,0,0,1,0,0,0
20-06-2022,S004,Groceries,North,135,17,167,34.08,74.86,5,Cloudy,0,70.21,Autumn,monsoon,Sauces,230,247,106.4285714,7.941176471,0,0,1,0,0,0
23-06-2022,S004,Clothing,South,422,33,188,27.0,26.16,5,Sunny,0,30.77,Winter,monsoon,Scarves,17,160,88.28571429,12.78787879,0,0,1,0,0,0
25-06-2022,S004,Clothing,North,437,259,103,257.75,88.68,0,Sunny,1,84.57,Summer,monsoon,T-Shirts,33,6,124.4285714,1.687258687,0,0,1,0,0,0
27-06-2022,S004,Clothing,North,272,103,150,114.35,68.9,0,Cloudy,0,72.68,Summer,monsoon,T-Shirts,259,106,124.0,2.640776699,0,0,1,0,0,0
28-06-2022,S004,Groceries,West,287,170,186,183.01,15.75,5,Rainy,1,10.77,Summer,monsoon,Cold Drinks,103,153,126.4285714,1.688235294,0,0,1,0,0,0
02-07-2022,S004,Electronics,North,378,160,164,168.04,77.51,15,Rainy,1,81.34,Summer,monsoon,Coolers,170,73,138.8571429,2.3625,0,0,1,0,0,0
04-07-2022,S004,Electronics,South,180,13,174,7.47,58.63,15,Cloudy,0,62.12,Winter,monsoon,Heaters,160,230,107.8571429,13.84615385,0,0,1,0,0,0
10-07-2022,S004,Electronics,East,396,146,128,142.93,52.13,10,Cloudy,0,51.06,Autumn,monsoon,Laptops,13,17,126.2857143,2.712328767,0,0,1,0,0,0
11-07-2022,S004,Electronics,West,116,92,111,107.17,25.01,10,Snowy,1,23.09,Spring,monsoon,Waterproof Speaker,146,33,134.7142857,1.260869565,0,0,1,0,0,0
13-07-2022,S004,Electronics,South,117,76,182,72.22,42.31,15,Sunny,1,42.24,Summer,monsoon,Fans,92,259,108.5714286,1.539473684,0,0,1,0,0,0
15-07-2022,S004,Clothing,South,452,374,195,373.24,92.54,0,Cloudy,0,90.19,Winter,monsoon,Scarves,76,103,147.2857143,1.20855615,0,0,1,0,0,0
16-07-2022,S004,Groceries,East,336,35,32,26.68,42.33,10,Cloudy,1,44.16,Autumn,monsoon,Spices,374,170,128.0,9.6,0,0,1,0,0,0
17-07-2022,S004,Electronics,South,169,123,30,133.72,68.55,0,Sunny,0,69.5,Spring,monsoon,Waterproof Speaker,35,160,122.7142857,1.37398374,0,0,1,0,0,0
21-07-2022,S004,Electronics,North,252,65,184,80.39,88.57,0,Rainy,1,87.36,Summer,monsoon,ACs,123,13,130.1428571,3.876923077,0,0,1,0,0,0
22-07-2022,S004,Clothing,West,143,130,101,127.05,28.91,10,Sunny,0,30.93,Winter,monsoon,Scarves,65,146,127.8571429,1.1,0,0,1,0,0,0
24-07-2022,S004,Electronics,South,55,7,166,16.59,97.87,0,Sunny,1,93.14,Winter,monsoon,Heaters,130,92,115.7142857,7.857142857,0,0,1,0,0,0
27-07-2022,S004,Clothing,South,409,13,80,5.68,44.44,0,Cloudy,0,48.26,Summer,monsoon,Sunglasses,7,76,106.7142857,31.46153846,0,0,1,0,0,0
29-07-2022,S004,Groceries,North,76,4,166,19.15,19.79,5,Sunny,1,21.35,Spring,monsoon,Instant Noodles,13,374,53.85714286,19.0,0,0,1,0,0,0
30-07-2022,S004,Groceries,West,298,209,77,210.82,56.49,20,Rainy,1,60.44,Summer,monsoon,Ice Cream,4,35,78.71428571,1.425837321,0,0,1,0,0,0
01-08-2022,S004,Electronics,West,229,123,155,140.23,39.5,20,Rainy,1,35.79,Spring,monsoon,Waterproof Speaker,209,123,78.71428571,1.861788618,0,0,1,0,0,0
04-08-2022,S004,Groceries,West,204,83,184,74.83,14.82,0,Cloudy,1,16.64,Autumn,monsoon,Sauces,123,65,81.28571429,2.457831325,0,0,1,0,0,0
06-08-2022,S004,Clothing,East,483,393,179,389.8,13.21,20,Snowy,1,16.95,Summer,monsoon,Shorts,83,130,118.8571429,1.229007634,0,0,1,0,0,0
07-08-2022,S004,Clothing,South,129,100,160,110.38,70.91,10,Rainy,0,75.23,Winter,monsoon,Scarves,393,7,132.1428571,1.29,0,0,1,0,0,0
08-08-2022,S004,Electronics,West,474,285,68,281.83,25.29,20,Cloudy,0,29.1,Summer,monsoon,ACs,100,13,171.0,1.663157895,0,0,1,0,0,0
09-08-2022,S004,Clothing,South,277,151,78,144.46,18.99,0,Snowy,0,20.6,Winter,monsoon,Sweaters,285,4,192.0,1.834437086,0,0,1,0,0,0
10-08-2022,S004,Groceries,South,425,68,181,84.24,74.68,5,Snowy,1,77.72,Winter,monsoon,Hot Chocolate,151,209,171.8571429,6.25,0,0,1,0,0,0
11-08-2022,S004,Clothing,East,271,266,121,259.67,50.49,0,Rainy,1,45.96,Autumn,monsoon,Hoodies,68,123,192.2857143,1.018796992,0,0,1,0,0,0
12-08-2022,S004,Clothing,North,65,49,137,66.87,68.54,20,Rainy,0,71.54,Spring,monsoon,Raincoat,266,83,187.4285714,1.326530612,0,0,1,0,0,0
13-08-2022,S004,Electronics,West,451,153,50,166.14,69.38,15,Snowy,1,71.27,Autumn,monsoon,Tablets,49,393,153.1428571,2.947712418,0,0,1,0,0,0
14-08-2022,S004,Groceries,East,163,62,132,60.66,67.32,15,Cloudy,0,63.82,Summer,monsoon,Ice Cream,153,100,147.7142857,2.629032258,0,0,1,0,0,0
15-08-2022,S004,Clothing,East,204,141,199,142.22,67.01,10,Cloudy,1,65.52,Autumn,autumn clothing,Jeans,62,285,127.1428571,1.446808511,0,0,0,1,0,0
19-08-2022,S004,Electronics,North,374,135,55,135.53,79.03,5,Cloudy,0,81.46,Spring,autumn electronics,Laptop,141,151,124.8571429,2.77037037,0,0,0,1,0,0
21-08-2022,S004,Clothing,East,166,30,57,42.51,78.64,5,Snowy,1,79.19,Spring,autumn clothing,Cardigan,135,68,119.4285714,5.533333333,0,0,0,1,0,0
22-08-2022,S004,Clothing,West,86,75,43,80.69,57.94,0,Sunny,1,60.45,Autumn,autumn clothing,Cardigans,30,266,92.14285714,1.146666667,0,0,0,1,0,0
23-08-2022,S004,Clothing,East,314,272,173,269.89,40.91,5,Cloudy,1,36.83,Spring,autumn clothing,Cardigan,75,49,124.0,1.154411765,0,0,0,1,0,0
24-08-2022,S004,Electronics,North,364,14,117,11.33,99.63,10,Snowy,0,101.43,Autumn,autumn electronics,Laptops,272,153,104.1428571,26.0,0,0,0,1,0,0
26-08-2022,S004,Electronics,North,151,104,165,122.54,43.23,20,Rainy,1,47.0,Summer,autumn electronics,Fans,14,62,110.1428571,1.451923077,0,0,0,1,0,0
28-08-2022,S004,Groceries,South,429,416,160,422.86,50.92,0,Cloudy,1,52.7,Summer,autumn groceries,Ice Cream,104,141,149.4285714,1.03125,0,0,0,1,0,0
29-08-2022,S004,Groceries,South,407,158,193,172.57,47.49,0,Rainy,0,42.68,Autumn,autumn groceries,Sauces,416,135,152.7142857,2.575949367,0,0,0,1,0,0
31-08-2022,S004,Electronics,East,87,30,105,39.03,47.62,20,Cloudy,1,49.32,Autumn,autumn electronics,Smartwatches,158,30,152.7142857,2.9,0,0,0,1,0,0
01-09-2022,S004,Clothing,North,457,78,37,70.61,97.47,0,Sunny,1,102.13,Spring,autumn clothing,Cardigan,30,75,153.1428571,5.858974359,0,0,0,1,0,0
02-09-2022,S004,Electronics,North,370,75,175,84.46,61.4,0,Snowy,1,60.88,Spring,autumn electronics,Laptop,78,272,125.0,4.933333333,0,0,0,1,0,0
03-09-2022,S004,Electronics,West,311,134,82,128.26,35.63,5,Cloudy,0,39.46,Spring,autumn electronics,Laptop,75,14,142.1428571,2.320895522,0,0,0,1,0,0
08-09-2022,S004,Electronics,South,424,297,110,290.62,59.12,5,Cloudy,1,58.13,Summer,autumn electronics,Coolers,134,104,169.7142857,1.427609428,0,0,0,1,0,0
10-09-2022,S004,Groceries,North,304,96,200,99.11,22.33,0,Snowy,0,18.08,Spring,autumn groceries,Pasta,297,416,124.0,3.166666667,0,0,0,1,0,0
12-09-2022,S004,Groceries,West,311,259,35,252.2,63.78,0,Sunny,0,63.02,Autumn,autumn groceries,Sauces,96,158,138.4285714,1.200772201,0,0,0,1,0,0
13-09-2022,S004,Groceries,East,180,105,81,113.68,34.55,0,Sunny,0,34.38,Winter,autumn groceries,Canned Food,259,30,149.1428571,1.714285714,0,0,0,1,0,0
14-09-2022,S004,Clothing,West,388,174,33,167.64,99.79,5,Cloudy,0,102.35,Autumn,autumn clothing,Hoodies,105,78,162.8571429,2.229885057,0,0,0,1,0,0
15-09-2022,S004,Electronics,East,409,343,190,350.91,92.61,10,Sunny,1,95.95,Autumn,autumn electronics,Tablets,174,75,201.1428571,1.192419825,0,0,0,1,0,0
17-09-2022,S004,Groceries,West,465,297,102,299.97,31.47,10,Snowy,1,35.47,Autumn,autumn groceries,Spices,343,134,224.4285714,1.565656566,0,0,0,1,0,0
18-09-2022,S004,Electronics,South,378,235,26,241.78,80.65,10,Cloudy,0,82.42,Autumn,autumn electronics,Laptops,297,297,215.5714286,1.608510638,0,0,0,1,0,0
23-09-2022,S004,Electronics,South,416,102,33,94.99,44.05,20,Sunny,0,44.34,Summer,autumn electronics,Fans,235,96,216.4285714,4.078431373,0,0,0,1,0,0
24-09-2022,S004,Clothing,North,345,251,104,244.26,43.34,20,Sunny,0,45.69,Autumn,autumn clothing,Jeans,102,259,215.2857143,1.374501992,0,0,0,1,0,0
26-09-2022,S004,Electronics,West,281,86,131,95.25,71.44,15,Sunny,1,72.36,Winter,autumn electronics,Geysers,251,105,212.5714286,3.26744186,0,0,0,1,0,0
30-09-2022,S004,Electronics,East,410,351,182,343.34,36.93,15,Snowy,1,35.68,Summer,autumn electronics,Coolers,86,174,237.8571429,1.168091168,0,0,0,1,0,0
01-10-2022,S004,Groceries,East,265,212,58,224.69,89.81,15,Cloudy,0,91.45,Spring,autumn groceries,Pasta,351,343,219.1428571,1.25,0,0,0,1,0,0
02-10-2022,S004,Clothing,South,96,31,125,37.24,78.66,0,Snowy,0,74.7,Autumn,autumn clothing,Cardigans,212,297,181.1428571,3.096774194,0,0,0,1,0,0
03-10-2022,S004,Groceries,South,144,104,84,100.46,36.63,15,Snowy,1,32.43,Summer,autumn groceries,Cold Drinks,31,235,162.4285714,1.384615385,0,0,0,1,0,0
05-10-2022,S004,Groceries,North,175,13,125,29.26,96.86,0,Rainy,1,99.78,Summer,autumn groceries,Cold Drinks,104,102,149.7142857,13.46153846,0,0,0,1,0,0
07-10-2022,S004,Clothing,South,310,150,40,154.32,13.3,20,Cloudy,0,11.09,Summer,autumn clothing,Shorts,13,251,135.2857143,2.066666667,0,0,0,1,0,0
08-10-2022,S004,Groceries,South,423,58,122,76.69,10.82,0,Sunny,0,15.52,Winter,autumn groceries,Soups,150,86,131.2857143,7.293103448,0,0,0,1,0,0
10-10-2022,S004,Clothing,South,325,62,106,80.13,93.19,5,Sunny,0,96.16,Winter,autumn clothing,Sweaters,58,351,90.0,5.241935484,0,0,0,1,0,0
11-10-2022,S004,Clothing,North,168,3,37,3.53,98.65,5,Rainy,1,102.09,Autumn,autumn clothing,Hoodies,62,212,60.14285714,56.0,0,0,0,1,0,0
13-10-2022,S004,Clothing,East,130,44,87,59.89,72.55,15,Snowy,0,69.96,Spring,autumn clothing,Cardigan,3,31,62.0,2.954545455,0,0,0,1,0,0
15-10-2022,S004,Groceries,North,457,258,44,251.49,99.59,0,Sunny,1,97.63,Summer,pre-winter,Fruits,44,104,84.0,1.771317829,0,0,0,0,1,0
16-10-2022,S004,Groceries,East,286,221,110,214.66,46.55,0,Cloudy,1,46.1,Summer,pre-winter,Ice Cream,258,13,113.7142857,1.294117647,0,0,0,0,1,0
17-10-2022,S004,Electronics,East,458,394,43,413.04,83.87,0,Snowy,1,85.58,Winter,pre-winter,Heaters,221,150,148.5714286,1.162436548,0,0,0,0,1,0
21-10-2022,S004,Groceries,North,104,100,57,92.38,78.16,5,Snowy,0,82.09,Autumn,pre-winter,Sauces,394,58,154.5714286,1.04,0,0,0,0,1,0
22-10-2022,S004,Clothing,East,268,62,52,69.36,30.35,20,Cloudy,0,25.56,Autumn,pre-winter,Hoodies,100,62,154.5714286,4.322580645,0,0,0,0,1,0
24-10-2022,S004,Groceries,North,482,278,43,296.59,84.0,20,Sunny,1,83.94,Summer,pre-winter,Cold Drinks,62,3,193.8571429,1.73381295,0,0,0,0,1,0
25-10-2022,S004,Groceries,West,352,7,167,9.85,64.75,15,Sunny,1,68.46,Spring,pre-winter,Soup,278,44,188.5714286,50.28571429,0,0,0,0,1,0
26-10-2022,S004,Clothing,West,336,86,135,80.48,37.65,15,Sunny,1,36.43,Autumn,pre-winter,Jeans,7,258,164.0,3.906976744,0,0,0,0,1,0
28-10-2022,S004,Electronics,West,392,392,44,384.52,43.11,0,Snowy,0,42.24,Winter,pre-winter,Geysers,86,221,188.4285714,1.0,0,0,0,0,1,0
29-10-2022,S004,Groceries,North,201,139,198,134.38,18.98,5,Cloudy,0,15.03,Spring,pre-winter,Soup,392,394,152.0,1.446043165,0,0,0,0,1,0
31-10-2022,S004,Clothing,North,73,57,35,75.41,46.81,10,Cloudy,1,47.17,Autumn,pre-winter,Hoodies,139,100,145.8571429,1.280701754,0,0,0,0,1,0
02-11-2022,S004,Clothing,South,133,44,94,40.88,63.04,15,Cloudy,1,67.88,Spring,pre-winter,Sweater,57,62,143.2857143,3.022727273,0,0,0,0,1,0
03-11-2022,S004,Groceries,West,411,204,31,212.97,27.1,5,Snowy,1,24.09,Autumn,pre-winter,Spices,44,278,132.7142857,2.014705882,0,0,0,0,1,0
05-11-2022,S004,Groceries,West,284,147,181,160.31,44.98,15,Cloudy,1,49.65,Summer,pre-winter,Cold Drinks,204,7,152.7142857,1.931972789,0,0,0,0,1,0
06-11-2022,S004,Groceries,West,375,165,198,160.03,74.5,20,Snowy,0,74.55,Autumn,pre-winter,Spices,147,86,164.0,2.272727273,0,0,0,0,1,0
07-11-2022,S004,Groceries,West,464,239,41,234.11,55.36,20,Sunny,1,59.04,Autumn,pre-winter,Spices,165,392,142.1428571,1.941422594,0,0,0,0,1,0
08-11-2022,S004,Clothing,East,171,105,153,107.76,52.95,20,Cloudy,0,54.99,Spring,pre-winter,Sweater,239,139,137.2857143,1.628571429,0,0,0,0,1,0
09-11-2022,S004,Electronics,North,468,319,141,311.72,30.37,15,Snowy,1,26.61,Autumn,pre-winter,Smartwatches,105,57,174.7142857,1.467084639,0,0,0,0,1,0
10-11-2022,S004,Clothing,South,469,434,153,446.67,66.11,15,Rainy,0,62.32,Spring,pre-winter,Sweater,319,44,230.4285714,1.080645161,0,0,0,0,1,0
12-11-2022,S004,Clothing,East,425,245,184,249.77,77.81,20,Snowy,0,82.69,Spring,pre-winter,Sweater,434,204,236.2857143,1.734693878,0,0,0,0,1,0
13-11-2022,S004,Electronics,West,346,242,50,234.32,39.35,20,Snowy,1,34.77,Autumn,pre-winter,Tablets,245,147,249.8571429,1.429752066,0,0,0,0,1,0
14-11-2022,S004,Clothing,West,319,135,125,141.2,28.26,0,Rainy,0,23.54,Winter,pre-winter,Sweaters,242,165,245.5714286,2.362962963,0,0,0,0,1,0
15-11-2022,S004,Clothing,North,125,113,141,127.8,18.89,10,Rainy,0,18.61,Summer,pre-winter,Shorts,135,239,227.5714286,1.10619469,0,0,0,0,1,0
16-11-2022,S004,Clothing,North,322,173,158,173.65,93.19,20,Rainy,1,88.62,Autumn,pre-winter,Jeans,113,105,237.2857143,1.861271676,0,0,0,0,1,0
17-11-2022,S004,Clothing,South,424,142,91,141.19,97.58,20,Rainy,0,96.4,Summer,pre-winter,T-Shirts,173,319,212.0,2.985915493,0,0,0,0,1,0
19-11-2022,S004,Clothing,East,412,123,195,139.48,11.07,0,Cloudy,1,15.72,Winter,pre-winter,Jackets,142,434,167.5714286,3.349593496,0,0,0,0,1,0
20-11-2022,S004,Groceries,South,427,125,40,120.43,62.67,20,Snowy,1,64.49,Spring,pre-winter,Soup,123,245,150.4285714,3.416,0,0,0,0,1,0
22-11-2022,S004,Electronics,West,289,262,183,255.53,12.85,20,Rainy,0,13.87,Winter,pre-winter,Geysers,125,242,153.2857143,1.103053435,0,0,0,0,1,0
25-11-2022,S004,Groceries,East,411,330,196,345.09,37.0,10,Cloudy,1,38.4,Autumn,pre-winter,Spices,262,135,181.1428571,1.245454545,0,0,0,0,1,0
26-11-2022,S004,Groceries,West,496,303,152,311.68,33.72,5,Sunny,0,34.59,Autumn,pre-winter,Pasta,330,113,208.2857143,1.636963696,0,0,0,0,1,0
27-11-2022,S004,Groceries,East,381,46,67,36.66,34.95,5,Snowy,1,31.61,Winter,pre-winter,Canned Food,303,173,190.1428571,8.282608696,0,0,0,0,1,0
28-11-2022,S004,Clothing,East,113,40,200,42.03,40.25,10,Sunny,0,36.47,Winter,pre-winter,Scarves,46,142,175.5714286,2.825,0,0,0,0,1,0
29-11-2022,S004,Clothing,North,257,241,117,254.97,12.89,5,Cloudy,1,17.55,Autumn,pre-winter,Jeans,40,123,192.4285714,1.066390041,0,0,0,0,1,0
30-11-2022,S004,Electronics,West,267,109,62,109.11,16.05,5,Cloudy,1,11.11,Winter,pre-winter,Electric Blankets,241,125,190.1428571,2.449541284,0,0,0,0,1,0
01-12-2022,S004,Groceries,North,77,31,196,22.08,82.17,0,Cloudy,1,78.42,Spring,pre-winter,Soup,109,262,157.1428571,2.483870968,0,0,0,0,1,0
02-12-2022,S004,Clothing,East,369,50,134,65.33,90.32,15,Snowy,1,90.65,Winter,pre-winter,Scarves,31,330,117.1428571,7.38,0,0,0,0,1,0
03-12-2022,S004,Electronics,North,286,246,39,242.24,44.75,5,Sunny,0,47.91,Autumn,pre-winter,Smartwatches,50,303,109.0,1.162601626,0,0,0,0,1,0
04-12-2022,S004,Groceries,North,382,11,88,23.21,89.55,20,Cloudy,1,86.28,Autumn,pre-winter,Spices,246,46,104.0,34.72727273,0,0,0,0,1,0
06-12-2022,S004,Clothing,West,247,47,140,55.54,76.36,15,Snowy,0,73.96,Summer,pre-winter,T-Shirts,11,40,105.0,5.255319149,0,0,0,0,1,0
11-12-2022,S004,Electronics,South,474,283,187,288.26,24.77,20,Rainy,1,21.78,Summer,pre-winter,ACs,47,241,111.0,1.674911661,0,0,0,0,1,0
12-12-2022,S004,Groceries,North,485,12,161,23.67,26.81,10,Cloudy,0,23.14,Spring,pre-winter,Soup,283,109,97.14285714,40.41666667,0,0,0,0,1,0
14-12-2022,S004,Electronics,South,313,300,38,311.9,94.48,15,Rainy,1,91.82,Winter,pre-winter,Heaters,12,31,135.5714286,1.043333333,0,0,0,0,1,0
15-12-2022,S004,Groceries,West,397,379,45,391.61,69.49,5,Snowy,0,72.96,Summer,winter,Fruits,300,50,182.5714286,1.047493404,0,0,0,0,0,1
17-12-2022,S004,Electronics,East,123,19,113,10.49,69.16,20,Sunny,0,71.15,Autumn,winter,Laptops,379,246,150.1428571,6.473684211,0,0,0,0,0,1
19-12-2022,S004,Electronics,East,313,287,82,305.49,81.43,0,Sunny,1,79.33,Summer,winter,Coolers,19,11,189.5714286,1.090592334,0,0,0,0,0,1
20-12-2022,S004,Electronics,West,128,29,94,42.03,29.27,15,Cloudy,1,34.06,Winter,winter,Electric Blankets,287,47,187.0,4.413793103,0,0,0,0,0,1
21-12-2022,S004,Clothing,South,119,49,47,40.82,61.27,10,Cloudy,1,58.49,Spring,winter,Coat,29,283,153.5714286,2.428571429,0,0,0,0,0,1
23-12-2022,S004,Groceries,South,137,23,45,26.98,95.25,20,Rainy,1,95.96,Winter,winter,Soups,49,12,155.1428571,5.956521739,0,0,0,0,0,1
25-12-2022,S004,Electronics,West,462,390,100,394.92,65.27,10,Rainy,1,62.5,Winter,winter,Electric Blankets,23,300,168.0,1.184615385,0,0,0,0,0,1
26-12-2022,S004,Electronics,East,388,330,105,335.06,71.82,5,Cloudy,0,71.06,Autumn,winter,Tablets,390,379,161.0,1.175757576,0,0,0,0,0,1
28-12-2022,S004,Clothing,South,463,237,137,238.57,21.05,0,Sunny,0,16.76,Summer,winter,T-Shirts,330,19,192.1428571,1.953586498,0,0,0,0,0,1
29-12-2022,S004,Electronics,East,453,153,122,147.93,90.82,0,Snowy,1,89.44,Summer,winter,Coolers,237,287,173.0,2.960784314,0,0,0,0,0,1
01-01-2023,S004,Clothing,North,213,166,196,158.9,56.98,20,Rainy,0,58.53,Autumn,winter,Cardigans,153,29,192.5714286,1.28313253,0,0,0,0,0,1
02-01-2023,S004,Groceries,North,306,152,130,163.72,28.46,10,Snowy,0,28.37,Spring,winter,Hot Chocolate,166,49,207.2857143,2.013157895,0,0,0,0,0,1
03-01-2023,S004,Clothing,East,400,162,193,154.52,54.48,0,Snowy,1,55.35,Autumn,winter,Hoodies,152,23,227.1428571,2.469135802,0,0,0,0,0,1
06-01-2023,S004,Groceries,East,161,50,53,46.19,76.66,5,Rainy,1,81.56,Spring,winter,Hot Chocolate,162,390,178.5714286,3.22,0,0,0,0,0,1
08-01-2023,S004,Clothing,North,172,156,183,151.14,76.99,0,Sunny,1,77.5,Spring,winter,Coat,50,330,153.7142857,1.102564103,0,0,0,0,0,1
09-01-2023,S004,Groceries,North,316,184,114,185.24,67.62,0,Rainy,1,71.34,Summer,winter,Ice Cream,156,237,146.1428571,1.717391304,0,0,0,0,0,1
11-01-2023,S004,Clothing,East,183,32,152,33.12,83.54,0,Sunny,1,86.86,Spring,winter,Coat,184,153,128.8571429,5.71875,0,0,0,0,0,1
13-01-2023,S004,Clothing,South,324,252,117,248.24,67.45,15,Sunny,0,64.63,Autumn,winter,Cardigans,32,166,141.1428571,1.285714286,0,0,0,0,0,1
16-01-2023,S004,Electronics,West,143,117,118,134.46,99.2,10,Snowy,1,100.58,Autumn,winter,Smartwatches,252,152,136.1428571,1.222222222,0,0,0,0,0,1
17-01-2023,S004,Groceries,North,330,148,28,149.65,77.54,20,Sunny,0,77.31,Spring,winter,Hot Chocolate,117,162,134.1428571,2.22972973,0,0,0,0,0,1
18-01-2023,S004,Groceries,West,396,149,165,167.03,66.04,20,Sunny,0,61.5,Spring,winter,Hot Chocolate,148,50,148.2857143,2.657718121,0,0,0,0,0,1
19-01-2023,S004,Groceries,East,444,234,162,245.26,44.23,15,Rainy,1,44.39,Summer,winter,Cold Drinks,149,156,159.4285714,1.897435897,0,0,0,0,0,1
22-01-2023,S004,Groceries,West,333,217,48,224.08,15.19,0,Rainy,1,18.5,Summer,winter,Fruits,234,184,164.1428571,1.534562212,0,0,0,0,0,1
24-01-2023,S004,Groceries,West,240,233,55,223.37,96.11,15,Rainy,1,96.58,Winter,winter,Canned Food,217,32,192.8571429,1.030042918,0,0,0,0,0,1
26-01-2023,S004,Electronics,West,247,205,111,211.15,47.11,20,Sunny,0,45.88,Summer,winter,Coolers,233,252,186.1428571,1.204878049,0,0,0,0,0,1
27-01-2023,S004,Electronics,North,193,25,99,31.57,60.08,20,Sunny,0,63.96,Spring,winter,Heater,205,117,173.0,7.72,0,0,0,0,0,1
29-01-2023,S004,Groceries,North,143,42,126,55.34,99.06,5,Rainy,0,94.67,Winter,winter,Soups,25,148,157.8571429,3.404761905,0,0,0,0,0,1
31-01-2023,S004,Clothing,South,450,182,161,196.25,79.44,5,Sunny,0,84.25,Summer,winter,Sunglasses,42,149,162.5714286,2.472527473,0,0,0,0,0,1
01-02-2023,S004,Electronics,South,101,17,70,22.79,23.5,20,Sunny,1,20.03,Autumn,winter,Tablets,182,234,131.5714286,5.941176471,0,0,0,0,0,1
03-02-2023,S004,Groceries,West,314,58,118,68.58,91.6,20,Cloudy,1,92.57,Spring,winter,Hot Chocolate,17,217,108.8571429,5.413793103,0,0,0,0,0,1
06-02-2023,S004,Clothing,West,497,214,135,220.75,30.3,20,Sunny,0,26.03,Autumn,winter,Jeans,58,233,106.1428571,2.322429907,0,0,0,0,0,1
07-02-2023,S004,Electronics,East,94,75,104,93.7,89.27,10,Cloudy,0,89.69,Spring,winter,Heater,214,205,87.57142857,1.253333333,0,0,0,0,0,1
11-02-2023,S004,Electronics,East,430,395,146,413.3,23.05,5,Rainy,0,19.65,Summer,winter,Fans,75,25,140.4285714,1.088607595,0,0,0,0,0,1
12-02-2023,S004,Groceries,South,494,385,56,376.76,59.96,0,Snowy,0,62.56,Winter,winter,Soups,395,42,189.4285714,1.283116883,0,0,0,0,0,1
13-02-2023,S004,Electronics,South,365,154,101,159.53,88.77,20,Snowy,0,92.26,Winter,winter,Electric Blankets,385,182,185.4285714,2.37012987,0,0,0,0,0,1
14-02-2023,S004,Clothing,West,499,126,41,126.03,55.2,20,Snowy,1,51.47,Autumn,winter,Jeans,154,17,201.0,3.96031746,0,0,0,0,0,1
15-02-2023,S004,Groceries,East,218,98,181,111.82,26.94,15,Rainy,0,27.31,Spring,spring,Strawberries,126,58,206.7142857,2.224489796,1,0,0,0,0,0
17-02-2023,S004,Clothing,South,171,37,62,36.89,21.48,10,Rainy,1,23.38,Autumn,spring,Jeans,98,214,181.4285714,4.621621622,1,0,0,0,0,0
18-02-2023,S004,Groceries,West,493,453,142,471.48,97.05,15,Snowy,1,101.45,Autumn,spring,Sauces,37,75,235.4285714,1.088300221,1,0,0,0,0,0
20-02-2023,S004,Clothing,North,174,115,72,111.63,86.03,0,Rainy,1,84.61,Spring,spring,Light Jacket,453,395,195.4285714,1.513043478,1,0,0,0,0,0
21-02-2023,S004,Groceries,East,349,242,158,236.53,33.98,15,Rainy,1,29.04,Winter,spring,Soups,115,385,175.0,1.44214876,1,0,0,0,0,0
22-02-2023,S004,Groceries,East,213,59,36,75.87,12.77,15,Cloudy,1,12.81,Spring,spring,Strawberries,242,154,161.4285714,3.610169492,1,0,0,0,0,0
24-02-2023,S004,Groceries,West,116,65,193,65.45,89.17,20,Cloudy,0,85.59,Autumn,spring,Pasta,59,126,152.7142857,1.784615385,1,0,0,0,0,0
27-02-2023,S004,Electronics,West,298,154,91,146.9,10.09,0,Sunny,1,10.58,Summer,spring,Fans,65,98,160.7142857,1.935064935,1,0,0,0,0,0
01-03-2023,S004,Groceries,West,315,32,152,51.03,15.84,0,Rainy,1,20.31,Spring,spring,Strawberries,154,37,160.0,9.84375,1,0,0,0,0,0
02-03-2023,S004,Electronics,West,226,180,121,198.54,29.14,5,Cloudy,1,25.24,Winter,spring,Heaters,32,453,121.0,1.255555556,1,0,0,0,0,0
05-03-2023,S004,Electronics,East,382,157,68,154.25,47.02,15,Snowy,0,47.22,Autumn,spring,Tablets,180,115,127.0,2.433121019,1,0,0,0,0,0
10-03-2023,S004,Electronics,East,97,79,38,94.25,22.65,20,Sunny,0,25.12,Summer,spring,Coolers,157,242,103.7142857,1.227848101,1,0,0,0,0,0
15-03-2023,S004,Electronics,East,179,162,48,171.23,98.98,5,Rainy,1,101.19,Winter,spring,Geysers,79,59,118.4285714,1.104938272,1,0,0,0,0,0
17-03-2023,S004,Groceries,West,124,122,181,130.11,42.33,15,Cloudy,1,37.82,Summer,spring,Cold Drinks,162,65,126.5714286,1.016393443,1,0,0,0,0,0
19-03-2023,S004,Groceries,North,80,37,103,44.67,28.16,20,Snowy,0,28.61,Autumn,spring,Spices,122,154,109.8571429,2.162162162,1,0,0,0,0,0
21-03-2023,S004,Clothing,East,300,175,197,174.99,13.21,5,Sunny,0,11.2,Summer,spring,T-Shirts,37,32,130.2857143,1.714285714,1,0,0,0,0,0
